review,sentiment,insights,insights_conv,key_points,suggestions
 Nothing,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""self-service checkouts available"",""convenient location"",""variety of products""],""suggestions"":""Consider adding more staff during peak hours for better assistance.""}","{'sentiment': 'neutral', 'key_points': ['self-service checkouts available', 'convenient location', 'variety of products'], 'suggestions': 'Consider adding more staff during peak hours for better assistance.'}","['self-service checkouts available', 'convenient location', 'variety of products']",Consider adding more staff during peak hours for better assistance.
 The entrance to the street with the shops but then the hotel entrance itself is beautiful The room was a basic for a deluxe room I did not like tha basement room ,POSITIVE,"{""sentiment"":""negative"",""key_points"":[""Entrance to the street with shops is beautiful"",""Hotel entrance is beautiful"",""Room was basic for a deluxe room"",""Did not like the basement room""]}","{'sentiment': 'negative', 'key_points': ['Entrance to the street with shops is beautiful', 'Hotel entrance is beautiful', 'Room was basic for a deluxe room', 'Did not like the basement room']}","['Entrance to the street with shops is beautiful', 'Hotel entrance is beautiful', 'Room was basic for a deluxe room', 'Did not like the basement room']",No suggestion
 we saw ants in the bathroom could not switch off air exhausting device in the bathroom it was making noise the wardrobe could be only opened to half no kitchen facilities it was a standard room but we expected at least a kettle and glasses we got only two plastic ones roosters in the hotel park they were making terrible noise each morning since 5 AM ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""ants in the bathroom"",""noisy air exhausting device"",""wardrobe only opens halfway"",""lack of kitchen facilities"",""expected kettle and glasses"",""only received two plastic glasses"",""roosters making noise from 5 AM""],""suggestions"":""Improve room amenities by including a kettle and proper glasses, ensure the air exhausting device is functioning quietly, address the wardrobe issue, and consider noise control for roosters in the hotel park.""}","{'sentiment': 'negative', 'key_points': ['ants in the bathroom', 'noisy air exhausting device', 'wardrobe only opens halfway', 'lack of kitchen facilities', 'expected kettle and glasses', 'only received two plastic glasses', 'roosters making noise from 5 AM'], 'suggestions': 'Improve room amenities by including a kettle and proper glasses, ensure the air exhausting device is functioning quietly, address the wardrobe issue, and consider noise control for roosters in the hotel park.'}","['ants in the bathroom', 'noisy air exhausting device', 'wardrobe only opens halfway', 'lack of kitchen facilities', 'expected kettle and glasses', 'only received two plastic glasses', 'roosters making noise from 5 AM']","Improve room amenities by including a kettle and proper glasses, ensure the air exhausting device is functioning quietly, address the wardrobe issue, and consider noise control for roosters in the hotel park."
 Location for The Albert Hall and Kensington Staff in bar very courteous Shower powerful,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location for The Albert Hall"",""Kensington Staff courteous"",""Shower powerful""]}","{'sentiment': 'positive', 'key_points': ['Location for The Albert Hall', 'Kensington Staff courteous', 'Shower powerful']}","['Location for The Albert Hall', 'Kensington Staff courteous', 'Shower powerful']",No suggestion
 Location and room with the view,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location with stunning views"",""Room has large windows letting in natural light"",""Perfect for relaxing and enjoying the scenery""],""suggestions"":""Consider adding more amenities to enhance the guest experience.""}","{'sentiment': 'positive', 'key_points': ['Great location with stunning views', 'Room has large windows letting in natural light', 'Perfect for relaxing and enjoying the scenery'], 'suggestions': 'Consider adding more amenities to enhance the guest experience.'}","['Great location with stunning views', 'Room has large windows letting in natural light', 'Perfect for relaxing and enjoying the scenery']",Consider adding more amenities to enhance the guest experience.
 The charge for parking was extortionate and no mention of that in advance Felt it should have been stated up front Found a space through the just park app nearby instead,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Charge for parking was extortionate"",""No mention of parking charge in advance"",""Felt it should have been stated up front"",""Found alternative parking through Just Park app""],""suggestions"":""Improve communication regarding parking charges and provide information upfront.""}","{'sentiment': 'negative', 'key_points': ['Charge for parking was extortionate', 'No mention of parking charge in advance', 'Felt it should have been stated up front', 'Found alternative parking through Just Park app'], 'suggestions': 'Improve communication regarding parking charges and provide information upfront.'}","['Charge for parking was extortionate', 'No mention of parking charge in advance', 'Felt it should have been stated up front', 'Found alternative parking through Just Park app']",Improve communication regarding parking charges and provide information upfront.
 Very high tech Probably due to our age but we struggled to get the TV to work and also the lights turning them off was an interesting experience providing us with an exciting light show when we were trying to switch them off ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Very high tech"",""Struggled to get the TV to work"",""Interesting experience with lights turning off"",""Exciting light show while trying to switch off lights""],""suggestions"":""Provide clearer instructions or user-friendly guides for operating high-tech devices.""}","{'sentiment': 'neutral', 'key_points': ['Very high tech', 'Struggled to get the TV to work', 'Interesting experience with lights turning off', 'Exciting light show while trying to switch off lights'], 'suggestions': 'Provide clearer instructions or user-friendly guides for operating high-tech devices.'}","['Very high tech', 'Struggled to get the TV to work', 'Interesting experience with lights turning off', 'Exciting light show while trying to switch off lights']",Provide clearer instructions or user-friendly guides for operating high-tech devices.
 I was going to write a decent review but my mom lost her ring in the room and they did not want to help ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Staff unhelpful"",""Lost item situation"",""Disappointment""]}","{'sentiment': 'negative', 'key_points': ['Staff unhelpful', 'Lost item situation', 'Disappointment']}","['Staff unhelpful', 'Lost item situation', 'Disappointment']",No suggestion
 very clean and easily accessible by tube,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""very clean"",""easily accessible by tube""]}","{'sentiment': 'positive', 'key_points': ['very clean', 'easily accessible by tube']}","['very clean', 'easily accessible by tube']",No suggestion
 We told the hotel it was our 1st wedding anniversary and we got upgraded from a superior room to a suite with big ben view and a cake in the room Great location couldn t be any better with an amazing view ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Upgraded from superior room to suite"",""Big Ben view"",""Received a cake in the room"",""Great location"",""Amazing view""]}","{'sentiment': 'positive', 'key_points': ['Upgraded from superior room to suite', 'Big Ben view', 'Received a cake in the room', 'Great location', 'Amazing view']}","['Upgraded from superior room to suite', 'Big Ben view', 'Received a cake in the room', 'Great location', 'Amazing view']",No suggestion
 Relatively convenient location at a reasonable price,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""convenient location"",""reasonable price""]}","{'sentiment': 'positive', 'key_points': ['convenient location', 'reasonable price']}","['convenient location', 'reasonable price']",No suggestion
 WI FII NOT WORKED NOISY ROOM,POSITIVE,"{""sentiment"":""negative"",""key_points"":[""Wi-Fi not working"",""noisy room""],""suggestions"":""Improve Wi-Fi connectivity and provide soundproofing in rooms.""}","{'sentiment': 'negative', 'key_points': ['Wi-Fi not working', 'noisy room'], 'suggestions': 'Improve Wi-Fi connectivity and provide soundproofing in rooms.'}","['Wi-Fi not working', 'noisy room']",Improve Wi-Fi connectivity and provide soundproofing in rooms.
 Expensive car park,POSITIVE,"{""sentiment"":""negative"",""key_points"":[""High fees"",""Limited space"",""Inconvenient location""],""suggestions"":""Consider lowering the parking fees or increasing the capacity.""}","{'sentiment': 'negative', 'key_points': ['High fees', 'Limited space', 'Inconvenient location'], 'suggestions': 'Consider lowering the parking fees or increasing the capacity.'}","['High fees', 'Limited space', 'Inconvenient location']",Consider lowering the parking fees or increasing the capacity.
 Facilities Breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Variety of options"",""Fresh ingredients"",""Timely service"",""Comfortable seating"",""Pleasant atmosphere""],""suggestions"":""Consider adding more healthy options like smoothies or gluten-free options.""}","{'sentiment': 'positive', 'key_points': ['Variety of options', 'Fresh ingredients', 'Timely service', 'Comfortable seating', 'Pleasant atmosphere'], 'suggestions': 'Consider adding more healthy options like smoothies or gluten-free options.'}","['Variety of options', 'Fresh ingredients', 'Timely service', 'Comfortable seating', 'Pleasant atmosphere']",Consider adding more healthy options like smoothies or gluten-free options.
