review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 Our room on 6th floor faced the rail lines but was very quiet No air conditioner noise and perfect temperature Very comfortable beds Staff very pleasant Good breakfast ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Room on 6th floor faced the rail lines but was quiet"",""No air conditioner noise"",""Perfect temperature"",""Very comfortable beds"",""Pleasant staff"",""Good breakfast""]}","{'sentiment': 'positive', 'key_points': ['Room on 6th floor faced the rail lines but was quiet', 'No air conditioner noise', 'Perfect temperature', 'Very comfortable beds', 'Pleasant staff', 'Good breakfast']}","['Room on 6th floor faced the rail lines but was quiet', 'No air conditioner noise', 'Perfect temperature', 'Very comfortable beds', 'Pleasant staff', 'Good breakfast']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The hotel took money I didn t spend from my bank I woke three days after I had spent only one night there to my bank account drained over more than 200 I haven t received my security deposit back yet either ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Hotel took money that wasn't spent"",""Woke up to drained bank account over $200"",""Spent only one night"",""Did not receive security deposit back""],""suggestions"":""Improve communication regarding charges and timely return of security deposits.""}","{'sentiment': 'negative', 'key_points': [""Hotel took money that wasn't spent"", 'Woke up to drained bank account over $200', 'Spent only one night', 'Did not receive security deposit back'], 'suggestions': 'Improve communication regarding charges and timely return of security deposits.'}","[""Hotel took money that wasn't spent"", 'Woke up to drained bank account over $200', 'Spent only one night', 'Did not receive security deposit back']",Improve communication regarding charges and timely return of security deposits.,Improve communication regarding charges timely return security deposits.,2,0.08314511023163498,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Location is perfect easy travel to central London Room size is great with complementary drinks and fruits Staff are friendly and helpful ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location is perfect for easy travel to central London"",""Room size is great"",""Complementary drinks and fruits provided"",""Staff are friendly and helpful""]}","{'sentiment': 'positive', 'key_points': ['Location is perfect for easy travel to central London', 'Room size is great', 'Complementary drinks and fruits provided', 'Staff are friendly and helpful']}","['Location is perfect for easy travel to central London', 'Room size is great', 'Complementary drinks and fruits provided', 'Staff are friendly and helpful']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Comfortable bed cosy rooms are small but not an issue as a base when you re staying in London The 8th floor had a great view of the storms across London too ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Comfortable bed"",""Cosy rooms"",""Great view from 8th floor"",""Convenient base for staying in London""],""suggestions"":""Consider providing larger rooms for guests who prefer more space.""}","{'sentiment': 'positive', 'key_points': ['Comfortable bed', 'Cosy rooms', 'Great view from 8th floor', 'Convenient base for staying in London'], 'suggestions': 'Consider providing larger rooms for guests who prefer more space.'}","['Comfortable bed', 'Cosy rooms', 'Great view from 8th floor', 'Convenient base for staying in London']",Consider providing larger rooms for guests who prefer more space.,Consider providing larger rooms guests prefer space.,-1,0.1888135185605753,-1
 Location and ferry service,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Location is convenient for travelers."",""Ferry service is reliable and timely.""],""suggestions"":""Consider adding more amenities at the ferry terminal.""}","{'sentiment': 'neutral', 'key_points': ['Location is convenient for travelers.', 'Ferry service is reliable and timely.'], 'suggestions': 'Consider adding more amenities at the ferry terminal.'}","['Location is convenient for travelers.', 'Ferry service is reliable and timely.']",Consider adding more amenities at the ferry terminal.,Consider adding amenities ferry terminal.,-1,0.1973176645475928,-1
 Being picky we didn t have a good veiw from our room and we booked for the veiw ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Did not have a good view from the room"",""Booked specifically for the view""],""suggestions"":""Ensure that rooms with views are accurately advertised and consider providing alternatives or compromises for guests who do not receive the view they expected.""}","{'sentiment': 'negative', 'key_points': ['Did not have a good view from the room', 'Booked specifically for the view'], 'suggestions': 'Ensure that rooms with views are accurately advertised and consider providing alternatives or compromises for guests who do not receive the view they expected.'}","['Did not have a good view from the room', 'Booked specifically for the view']",Ensure that rooms with views are accurately advertised and consider providing alternatives or compromises for guests who do not receive the view they expected.,Ensure rooms views accurately advertised consider providing alternatives compromises guests receive view expected.,-1,0.11244932399518158,-1
 Good location 5 mins walk to Paddington Heathrow Express ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location"",""5 mins walk to Paddington Heathrow Express""]}","{'sentiment': 'positive', 'key_points': ['Good location', '5 mins walk to Paddington Heathrow Express']}","['Good location', '5 mins walk to Paddington Heathrow Express']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Price of bar and breakfast too high,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Price of bar is too high"",""Breakfast pricing is also high""],""suggestions"":""Consider lowering the prices for both bar and breakfast options to improve customer satisfaction.""}","{'sentiment': 'negative', 'key_points': ['Price of bar is too high', 'Breakfast pricing is also high'], 'suggestions': 'Consider lowering the prices for both bar and breakfast options to improve customer satisfaction.'}","['Price of bar is too high', 'Breakfast pricing is also high']",Consider lowering the prices for both bar and breakfast options to improve customer satisfaction.,Consider lowering prices bar breakfast options improve customer satisfaction.,6,0.11979772250708644,Mejorar el menú del desayuno
 It was lovely to have room service breakfast included Lovely views of the shard and Waterloo station and so quiet despite the location Will definitely come back,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Room service breakfast included"",""Lovely views of the Shard and Waterloo station"",""Quiet location despite being in a city""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Room service breakfast included', 'Lovely views of the Shard and Waterloo station', 'Quiet location despite being in a city'], 'suggestions': 'None'}","['Room service breakfast included', 'Lovely views of the Shard and Waterloo station', 'Quiet location despite being in a city']",None,None,-1,0.0,-1
 I failed to get the coffee machine to actually produce a cup of coffee Baffling since it was exactly the same one that I have at home However all was remedied by being given free coffee in the coffee bar by way of compensation ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Failed to get the coffee machine to produce coffee"",""Same machine as at home"",""Received free coffee as compensation""]}","{'sentiment': 'neutral', 'key_points': ['Failed to get the coffee machine to produce coffee', 'Same machine as at home', 'Received free coffee as compensation']}","['Failed to get the coffee machine to produce coffee', 'Same machine as at home', 'Received free coffee as compensation']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Would have liked a more varied menu for our evening meal All Italian ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""more varied menu"",""All Italian cuisine""],""suggestions"":""Consider introducing different cuisines or dishes to the menu.""}","{'sentiment': 'negative', 'key_points': ['more varied menu', 'All Italian cuisine'], 'suggestions': 'Consider introducing different cuisines or dishes to the menu.'}","['more varied menu', 'All Italian cuisine']",Consider introducing different cuisines or dishes to the menu.,Consider introducing different cuisines dishes menu.,6,0.07211947474071437,Mejorar el menú del desayuno
 Breakfast was excellent and the concierge and door staff were superb and couldn t do enough to help ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Breakfast was excellent"",""Concierge staff were superb"",""Door staff were very helpful""]}","{'sentiment': 'positive', 'key_points': ['Breakfast was excellent', 'Concierge staff were superb', 'Door staff were very helpful']}","['Breakfast was excellent', 'Concierge staff were superb', 'Door staff were very helpful']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Everything we need to enjoy our a stay,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""amenities are great"",""comfortable accommodations"",""friendly staff"",""clean environment"",""good location""],""suggestions"":""Consider offering more local experiences or tours.""}","{'sentiment': 'positive', 'key_points': ['amenities are great', 'comfortable accommodations', 'friendly staff', 'clean environment', 'good location'], 'suggestions': 'Consider offering more local experiences or tours.'}","['amenities are great', 'comfortable accommodations', 'friendly staff', 'clean environment', 'good location']",Consider offering more local experiences or tours.,Consider offering local experiences tours.,1,0.12178140352318334,Cuartos con más capacidad de hospedaje
